gene,entrez_id,chromosome,
ALS2CR11,151254,2,
ATP6V0A2,23545,12,
SIAH1,6477,16,
PACSIN2,11252,22,
SH2D1A,4068,X,
ARSI,340075,5,
UHRF1BP1L,23074,12,
OR2M7,391196,1,
BNC2,54796,9,
PAX2,5076,10,
PITX1,5307,5,
COQ10A,93058,12,
DDX50,79009,10,
BCL2L2,599,14,
DGKE,8526,17,
ZFPM1,161882,16,
MAP7,9053,6,
GALNT11,63917,7,
SRPX2,27286,X,
PBDC1,51260,X,
ATPAF2,91647,17,
GALR2,8811,17,
ACP6,51205,1,
PPP1R16A,84988,8,
CXCR2,3579,2,
SEPSECS,51091,4,
CAMKMT,79823,2,
CEACAM21,90273,19,
ACRBP,84519,12,
EXT2,2132,11,
MEMO1,51072,2,
ACP2,53,11,
ODF2,4957,9,
KIF13A,63971,6,
NEUROD6,63974,7,
SARNP,84324,12,
WARS,7453,14,
MRTO4,51154,1,
LAMA4,3910,6,
SNRNP35,11066,12,
DNM1P35,100128285,,
OGFOD3,79701,17,
CASP12,100506742,11,
TYR,7299,11,
DRAP1,10589,11,
PAFAH1B2,5049,11,
HCFC1R1,54985,16,
PIF1,80119,15,
ST20,400410,15,
BTNL9,153579,5,
AADACL4,343066,1,
ADCK4,79934,19,
NOD2,64127,16,
OR7A17,26333,19,
CHTF8,54921,16,
SLC25A5-AS1,100303728,X,
MTFR1,9650,8,
GTF2H2B,653238,,
IKBIP,121457,12,
ZNF607,84775,19,
CTIF,9811,18,
ATP1A3,478,19,
SSFA2,6744,2,
C20orf166-AS1,253868,,
BLZF1,8548,1,
DNM1L,10059,12,
ZNF595,152687,4,
RNF151,146310,16,
KCTD6,200845,3,
GRM4,2914,6,
MED7,9443,5,
PKMYT1,9088,16,
GPR35,2859,2,
RRP1B,23076,21,
C8orf12,83656,8,
C22orf29,79680,22,
ARR3,407,X,
ADAMTS6,11174,5,
XIAP,331,X,
TTC23,64927,15,
SMARCA2,6595,9,
CCP110,9738,16,
UBN2,254048,7,
ABCB11,8647,2,
FAM120A,23196,9,
CA12,771,15,
DNPH1,10591,6,
CDH4,1002,20,
CLPX,10845,15,
ABHD11,83451,7,
PVALB,5816,22,
SERTAD3,29946,19,
TNFSF12,8742,17,
CTNNA3,29119,10,
TOR4A,54863,9,
TXNL4B,54957,16,
BIK,638,22,
PTP4A1,7803,6,
ATP6V1E1,529,22,
LSM14A,26065,19,
GOLPH3L,55204,1,
FBXL13,222235,7,
ZNF283,284349,19,
TPD52L2,7165,20,
INE2,8551,X,
FOXM1,2305,12,
GIT1,28964,17,
MIR600HG,81571,9,
MGST3,4259,1,
ANKRD62,342850,18,
ZMAT3,64393,3,
ZNF486,90649,19,
ANAPC2,29882,9,
UBAC2-AS1,100289373,13,
TBC1D2B,23102,15,
TRAIP,10293,3,
HOMER1,9456,5,
DDX31,64794,9,
SLC26A9,115019,1,
GANC,2595,15,
UBE2T,29089,1,
SBNO1,55206,12,
HILPDA,29923,7,
C10orf32,119032,10,
TOMM5,401505,9,
NDST2,8509,10,
ANKRD46,157567,8,
SIGIRR,59307,11,
NOC4L,79050,12,
SLC22A31,146429,16,
PDZK1IP1,10158,1,
BZRAP1-AS1,100506779,17,
CNKSR3,154043,6,
ZNF812,729648,,
SMARCAL1,50485,2,
MFI2,4241,3,
PIGU,128869,20,
LINC00029,100144596,,
GNA15,2769,19,
ZNF233,353355,19,
FAM95B1,100133036,9,
SERPINA10,51156,14,
ETNPPL,64850,4,
NDNF,79625,4,
FAM166A,401565,9,
DEFB4A,1673,8,
HCG22,285834,6,
MATN4,8785,20,
PWWP2A,114825,5,
CRNKL1,51340,20,
CMYA5,202333,5,
PEMT,10400,17,
ZNF705D,728957,8,
SLC24A2,25769,9,
ERN1,2081,17,
FIBCD1,84929,9,
ZFHX3,463,16,
ARMS2,387715,10,
GGCX,2677,2,
PCDHB3,56132,,
PKD2L2,27039,5,
ZNF552,79818,19,
CARD17,440068,11,
LBX2-AS1,151534,,
CLPB,81570,11,
TPTE2,93492,13,
OR10K2,391107,1,
IL19,29949,1,
KRT26,353288,17,
HOXB8,3218,17,
CHGA,1113,14,
CBY1,25776,22,
LINC00320,387486,21,
PURG,29942,8,
NPM2,10361,8,
LIMCH1,22998,4,
ZNF197,10168,3,
PPP4R4,57718,14,
C4orf26,152816,4,
DEFB113,245927,6,
PATL2,197135,15,
PCSK7,9159,11,
FARSB,10056,2,
OR10G7,390265,11,
SMOC2,64094,6,
AIRE,326,21,
LGALS13,29124,19,
ING4,51147,12,
DUOXA2,405753,15,
POLR2D,5433,2,
TRAM2,9697,6,
AP5M1,55745,14,
ZNF407,55628,18,
C18orf42,642597,18,
RC3H1,149041,1,
DNAJC27,51277,2,
EIF4E,1977,4,
GFPT2,9945,5,
RYK,6259,3,
C14orf93,60686,14,
FAM53B,9679,10,
CHAT,1103,10,
NEXN-AS1,374987,1,
FSHB,2488,11,
LIMS1,3987,2,
CCAR1,55749,10,
GFRA4,64096,20,
DST,667,6,
RSPH4A,345895,6,
PPFIA2,8499,12,
C1QTNF8,390664,16,
TYW5,129450,2,
PGGT1B,5229,5,
TUG1,55000,,
MCM4,4173,8,
TMEM59L,25789,19,
GIMAP8,155038,7,
RGPD4-AS1,729121,2,
LINC00917,732275,16,
TPR,7175,1,
TBC1D24,57465,16,
LMBR1L,55716,12,
SPDYE1,285955,7,
PPP3CA,5530,4,
NKX3-1,4824,8,
WDR38,401551,9,
TRA2B,6434,3,
CEP78,84131,9,
MYH9,4627,22,
SLC35G3,146861,17,
OTUD3,23252,1,
SMAD5-AS1,9597,5,
KIAA0907,22889,1,
FBXO44,93611,1,
MAN2A2,4122,15,
UTS2,10911,1,
ALG10B,144245,12,
DPH6,89978,15,
CASKIN1,57524,16,
NHP2L1,4809,22,
TMSB4Y,9087,Y,
FAM41C,284593,1,
CCDC15,80071,11,
IGSF8,93185,1,
ZNF83,55769,19,
BZW1,9689,2,
VTN,7448,17,
COX7B2,170712,4,
FRS3,10817,6,
NFATC2IP,84901,16,
ZNF74,7625,22,
AFAP1L2,84632,10,
PTDSS2,81490,11,
PROK2,60675,3,
SLC35G1,159371,10,
PSRC1,84722,1,
ZNF611,81856,19,
CCDC96,257236,4,
LINC01098,285501,4,
RAB30,27314,11,
BECN1,8678,17,
PMS2P1,5379,,
ZNF799,90576,19,
LYPD4,147719,19,
RPS3,6188,11,
GCNT4,51301,5,
WDFY1,57590,2,
ITGB2-AS1,100505746,21,
RAB33B,83452,4,
FSTL3,10272,19,
MTA2,9219,11,
EXOC6B,23233,2,
SIN3B,23309,19,
NBPF9,400818,1,
ISG20,3669,15,
USP32,84669,17,
UBR2,23304,6,
WBSCR27,155368,7,
PITPNM3,83394,17,
SMAD5,4090,5,
VN1R5,317705,1,
ORC1,4998,1,
IL18R1,8809,2,
ZNF736,728927,7,
ZNF224,7767,19,
NCOR1,9611,17,
EFNB1,1947,X,
KCNJ14,3770,19,
MIR548F5,100302239,X,
EIF4EBP2,1979,10,
USP14,9097,18,
BCL2L11,10018,2,
TMEM87B,84910,2,
FAM200A,221786,7,
ZNF256,10172,19,
LINC00933,100506874,15,
C16orf71,146562,16,
TYW3,127253,1,
WDR37,22884,10,
ENO2,2026,12,
STAM,8027,10,
KCNE4,23704,2,
ATG13,9776,11,
STAT3,6774,17,
STK32B,55351,4,
CAD,790,2,
PCDHGC3,5098,5,
CORO1C,23603,12,
FANCM,57697,14,
DDIT4L,115265,4,
EID2,163126,19,
LINC00982,440556,1,
CADM1,23705,11,
ASF1B,55723,19,
STK24,8428,13,
ZNF788,388507,19,
MTURN,222166,7,
RUNX1,861,21,
GUCY1B3,2983,4,
HSH2D,84941,19,
DHRS4L1,728635,14,
C12orf40,283461,12,
EFNB3,1949,17,
LINC01095,100505545,4,
KDM4B,23030,19,
TAF6,6878,7,
CD72,971,9,
C10orf10,11067,10,
C22orf46,79640,22,
FOXH1,8928,8,
E2F1,1869,20,
MALT1,10892,18,
SHPK,23729,17,
CD40,958,20,
RBBP6,5930,16,
LTN1,26046,21,
PSMD14,10213,2,
SRD5A2,6716,2,
LRRC37A4P,55073,,
ZSCAN23,222696,6,
EPHX4,253152,1,
TBX10,347853,11,
PSMA4,5685,15,
PDLIM7,9260,5,
AP3B1,8546,5,
TMEM130,222865,7,
PLCL1,5334,2,
SYNDIG1,79953,20,
SLCO4C1,353189,5,
KIAA1586,57691,6,
RAB27A,5873,15,
LINC00475,158314,,
NEU1,4758,6,
FIGLA,344018,2,
AFF2,2334,X,
GLT8D1,55830,3,
IPO9,55705,1,
HGD,3081,3,
SHOC2,8036,10,
SNRNP40,9410,1,
OR1L6,392390,9,
CCDC148,130940,2,
KCNK13,56659,14,
LY6G6E,79136,,
USP6,9098,17,
C17orf70,80233,17,
LINC00577,100113403,6,
CXADRP3,440224,,
GPNMB,10457,7,
CRYBB2P1,1416,22,
FBXL18,80028,7,
SHISA2,387914,13,
HIST1H3I,8354,6,
C16orf70,80262,16,
FKTN,2218,9,
HSD17B3,3293,9,
LCE2D,353141,1,
DNAJB5,25822,9,
PPIL4,85313,6,
GKN1,56287,2,
LARP1B,55132,4,
ZNF600,162966,19,
SSX8,280659,,
GRIA2,2891,4,
PROX1,5629,1,
DCAF17,80067,2,
LMNB2,84823,19,
GDF3,9573,,
CCDC144A,9720,17,
B4GALT6,9331,18,
SCGB2B2,284402,19,
HNRNPA0,10949,5,
KIAA0895L,653319,16,
GALC,2581,14,
C6orf223,221416,6,
H6PD,9563,1,
SMNDC1,10285,10,
DHX58,79132,17,
CDH19,28513,18,
TMEM161B-AS1,100505894,5,
ERAP1,51752,5,
PGM2,55276,4,
C19orf48,84798,19,
GNAO1,2775,16,
TRAK2,66008,2,
KCTD21,283219,11,
HRASLS,57110,3,
C5orf55,116349,,
MCMDC2,157777,8,
CCDC170,80129,6,
NOL10,79954,2,
ZNF410,57862,14,
C9orf106,414318,,
H2AFJ,55766,12,
EIF5A,1984,17,
SERTAD2,9792,2,
ZDHHC6,64429,10,
HIST2H4B,554313,1,
SLC39A2,29986,14,
HDHD3,81932,9,
NPAS3,64067,14,
NMUR1,10316,2,
RWDD2A,112611,6,
CIB3,117286,19,
GPR125,166647,4,
FOXE3,2301,1,
FAM171B,165215,2,
KIAA0020,9933,9,
MYO9B,4650,19,
MORN5,254956,9,
CBFA2T2,9139,20,
PRPF4,9128,9,
RAI1,10743,17,
PPDPF,79144,,
CBX5,23468,12,
RUSC1-AS1,284618,1,
C6orf123,26238,6,
IL10,3586,1,
NLRP8,126205,19,
PSMG3-AS1,114796,7,
ITGAD,3681,16,
SWT1,54823,1,
NCAN,1463,19,
STPG2,285555,4,
OCA2,4948,15,
ZHX1-C8ORF76,100533106,8,
C21orf49,54067,,
UGDH,7358,4,
MRPL54,116541,19,
ARMC6,93436,19,
ZNF700,90592,19,
LBX2,85474,2,
PARP9,83666,3,
SLC25A51,92014,9,
DCLRE1C,64421,10,
MAPT,4137,17,
OR5B2,390190,11,
TYMS,7298,18,
METTL12,751071,11,
GLRA3,8001,4,
STIM2,57620,4,
ZBED6,100381270,1,
PRF1,5551,10,
OVGP1,5016,1,
ZNF175,7728,19,
BBC3,27113,19,
ZAR1,326340,4,
SIGLEC7,27036,19,
UCK2,7371,1,
EHMT1,79813,9,
MBD3,53615,19,
HOXB5,3215,17,
MAP3K8,1326,10,
ADA,100,20,
ICAM3,3385,19,
ZNF428,126299,19,
SCAI,286205,9,
ASB15,142685,7,
PLIN1,5346,15,
TLX1,3195,10,
TNKS1BP1,85456,11,
MAN2B1,4125,19,
CETN1,1068,18,
ZNF473,25888,19,
RALA,5898,7,
HYAL3,8372,3,
ACOX1,51,17,
MAPK13,5603,6,
ALKBH1,8846,14,
PRRX2,51450,9,
HNRNPA1L2,144983,13,
BOD1,91272,5,
INTS2,57508,17,
IL6,3569,7,
NCMAP,400746,1,
SETDB1,9869,1,
CACNG4,27092,17,
DCAF13P3,100132724,,
GUCY2D,3000,17,
COQ2,27235,4,
PAPD4,167153,5,
MCOLN3,55283,1,
IPO4,79711,14,
FKBP9,11328,7,
EMX2,2018,10,
C2orf73,129852,2,
PRPF31,26121,19,
ZNF599,148103,19,
GAPVD1,26130,9,
RAP1B,5908,12,
C8orf59,401466,8,
ADAMTSL4,54507,1,
TEX37,200523,2,
CYB5RL,606495,1,
KRTAP17-1,83902,17,
USP12P1,9959,,
ZDHHC8P1,150244,,
POT1,25913,7,
MTMR3,8897,22,
NCF1C,654817,7,
THSD7B,80731,2,
ZNF446,55663,19,
PI4KB,5298,1,
BACE2,25825,21,
CFTR,1080,7,
FLRT1,23769,11,
UBXN11,91544,1,
SPCS3,60559,4,
PEBP1,5037,12,
GATAD2B,57459,1,
RPS16,6217,19,
NPEPPS,9520,17,
SCG3,29106,15,
OR8B8,26493,11,
FLI1-AS1,100507392,11,
CHUK,1147,10,
ZNF488,118738,10,
MMAA,166785,4,
RPL27,6155,17,
CCL24,6369,7,
AK5,26289,1,
ZSCAN16,80345,6,
KRTAP9-9,81870,17,
ILF3,3609,19,
PPP4R2,151987,3,
CDC42SE2,56990,5,
TM2D2,83877,8,
ZNF549,256051,19,
ZFC3H1,196441,12,
KIAA1407,57577,3,
C11orf73,51501,11,
ANKRD40,91369,17,
ZNF207,7756,17,
KREMEN2,79412,16,
TAS2R40,259286,7,
CRYBA1,1411,17,
PRKAR1A,5573,17,
C6orf164,63914,6,
TSR1,55720,17,
GABARAPL1,23710,12,
PCSK2,5126,20,
R3HCC1L,27291,10,
PTCRA,171558,6,
CCDC58,131076,3,
ACIN1,22985,14,
UFSP1,402682,7,
CLK2,1196,1,
ERI2,112479,16,
CHAD,1101,17,
CD1C,911,1,
ABHD13,84945,13,
KIAA1109,84162,4,
XPO4,64328,13,
CALR3,125972,19,
KCNA10,3744,1,
TCTE3,6991,6,
FAU,2197,11,
TTC22,55001,1,
WBSCR17,64409,7,
EDA2R,60401,X,
PROM2,150696,2,
SLC29A3,55315,10,
KRT14,3861,17,
M6PR,4074,12,
PAQR7,164091,1,
RNF187,149603,1,
PSMG4,389362,6,
MECOM,2122,3,
FOXI2,399823,10,
PAX1,5075,20,
CPSF6,11052,12,
LRIG3,121227,12,
NIPSNAP1,8508,22,
DNAJC28,54943,21,
DCHS2,54798,4,
HOTTIP,100316868,,
OR7C2,26658,19,
CHP2,63928,16,
POLN,353497,4,
PTPN9,5780,15,
LRRC8A,56262,9,
PEX16,9409,11,
TAF9,6880,5,
PEG3-AS1,100169890,,
TMEM121,80757,14,
ZNF285,26974,19,
PIGN,23556,18,
MOGS,7841,2,
CD3D,915,11,
CSE1L,1434,20,
CPN1,1369,10,
SYCN,342898,19,
TDRD10,126668,1,
PIM1,5292,6,
ZKSCAN3,80317,6,
TRH,7200,3,
CCNG1,900,5,
OR4F21,441308,8,
TENC1,23371,12,
DOK6,220164,18,
C20orf197,284756,,
SQSTM1,8878,5,
CCR5,1234,3,
MPHOSPH8,54737,13,
VAC14,55697,16,
PRKXP1,441733,,
GDAP1L1,78997,20,
ZNF429,353088,19,
CCL19,6363,9,
TRIM27,5987,6,
GIMAP2,26157,7,
PPP4R1L,55370,,
GRIK1-AS2,100379661,21,
RNF216,54476,7,
NCCRP1,342897,19,
GNA13,10672,17,
DENND6B,414918,22,
UPK1B,7348,3,
RABL2A,11159,2,
KLHL32,114792,6,
ANKRD42,338699,11,
C14orf169,79697,14,
BTBD18,643376,11,
WDR86-AS1,100131176,7,
NUB1,51667,7,
SLIT2,9353,4,
PGRMC2,10424,4,
GSKIP,51527,14,
PTGDR2,11251,11,
KLF8,11279,X,
CCND2,894,12,
NOL12,79159,22,
CDX4,1046,X,
FOXN3-AS1,400236,14,
USP42,84132,7,
MNDA,4332,1,
ADD2,119,2,
CDC25A,993,3,
TNC,3371,9,
TNFRSF1B,7133,1,
NKAIN2,154215,6,
SPNS2,124976,17,
ELOVL3,83401,10,
KRT74,121391,12,
RIC8B,55188,12,
CAAP1,79886,9,
GDPGP1,390637,15,
PRKACA,5566,19,
NOS3,4846,7,
SHPRH,257218,6,
PHEX,5251,X,
LINC00957,255031,,
TOP3B,8940,22,
AMZ2P1,201283,17,
EPT1,85465,2,
SCIMP,388325,17,
IQCF1,132141,3,
ILKAP,80895,2,
SMOX,54498,20,
METTL17,64745,14,
BANF1,8815,11,
PIK3R4,30849,3,
TNRC6A,27327,16,
EMILIN2,84034,18,
SNAI3-AS1,197187,16,
MICALCL,84953,11,
RWDD3,25950,1,
POLR2C,5432,16,
MYADM,91663,19,
BEST2,54831,19,
C1orf227,149643,1,
NQO1,1728,16,
LRRC52,440699,1,
PRODH,5625,22,
QPRT,23475,16,
C19orf12,83636,19,
SNHG16,100507246,17,
ERCC6L,54821,X,
SRXN1,140809,20,
TNFSF15,9966,9,
SPACA5,389852,X,
KIAA1456,57604,8,
PKP3,11187,11,
TRAM1L1,133022,4,
RELB,5971,19,
ZNF707,286075,8,
CDH7,1005,18,
SNAP29,9342,22,
EFNA1,1942,1,
ZBED2,79413,3,
RPL10L,140801,14,
LPAR5,57121,12,
EXOC1,55763,4,
TMEM231,79583,16,
TPSG1,25823,16,
GPR142,350383,17,
ABCA1,19,9,
URM1,81605,9,
EBF3,253738,10,
JDP2,122953,14,
OTUD6B,51633,8,
WDR88,126248,19,
KRT73,319101,12,
ATP6V1G2,534,6,
SCGB1D1,10648,11,
SUPT20H,55578,13,
HEMGN,55363,9,
RELL2,285613,5,
ATG16L2,89849,11,
GATA5,140628,20,
KIAA0895,23366,7,
ZNF816,125893,19,
KRBA2,124751,17,
ARFGEF1,10565,8,
ERP27,121506,12,
RNASEH2C,84153,11,
BRD9,65980,5,
KCNC1,3746,11,
FAM86B3P,286042,8,
SLC22A3,6581,6,
NMBR,4829,6,
LIPT1,51601,2,
OR2W3,343171,1,
AKAP6,9472,14,
SYCP1,6847,1,
ATM,472,11,
ATP2C1,27032,3,
SUSD2,56241,22,
ZNF420,147923,19,
METTL22,79091,16,
RAP1GAP2,23108,17,
TLR2,7097,4,
ABCC4,10257,13,
MTHFD2,10797,2,
EPC2,26122,2,
KLHL12,59349,1,
MOCOS,55034,18,
KAT2A,2648,17,
TTLL1,25809,22,
SLC25A10,1468,17,
BASP1,10409,5,
SMC2,10592,9,
CEP97,79598,3,
ALG2,85365,9,
PLAUR,5329,19,
NAT8B,51471,2,
ABI3,51225,17,
PREX2,80243,8,
VPS13C,54832,15,
PRDM9,56979,5,
SLC45A3,85414,1,
TTTY22,252954,Y,
PDZD8,118987,10,
RBM5,10181,3,
SIGLEC8,27181,19,
NUTM2D,728130,10,
WDR65,149465,1,
H1F0,3005,22,
LOH12CR1,118426,12,
CORIN,10699,4,
AARD,441376,8,
MRPL2,51069,6,
GSTCD,79807,4,
ALG1L,200810,3,
ZNF716,441234,7,
LRRC30,339291,18,
KCNMB3,27094,3,
SPATA3,130560,2,
MPG,4350,16,
PSPH,5723,7,
NKX2-3,159296,10,
GEMIN6,79833,2,
FITM1,161247,14,
CCDC23,374969,1,
XCL1,6375,1,
C11orf95,65998,11,
RHBDD2,57414,7,
NSUN2,54888,5,
POU2F3,25833,11,
PGS1,9489,17,
TMEM136,219902,11,
RFX5,5993,1,
SSH1,54434,12,
RASAL1,8437,12,
DCAF8,50717,1,
SNHG11,128439,20,
PABPC4L,132430,4,
EFCAB1,79645,8,
LDOC1,23641,X,
SYP,6855,X,
C11orf87,399947,11,
LMOD2,442721,7,
P2RY13,53829,3,
SAFB2,9667,19,
ZMYM2,7750,13,
BCDIN3D,144233,12,
CLEC11A,6320,19,
PPT1,5538,1,
MZF1,7593,19,
FAM167A,83648,8,
SART3,9733,12,
KRT6B,3854,12,
TMEM135,65084,11,
FAM50A,9130,X,
SHBG,6462,17,
COL9A1,1297,6,
BCAR1,9564,16,
RAB33A,9363,X,
BAX,581,19,
C5orf38,153571,5,
OR4D11,219986,11,
ENDOV,284131,17,
CCT6P3,643180,7,
LUC7L2,51631,7,
TGIF2LY,90655,Y,
OR52E2,119678,11,
CDK5RAP3,80279,17,
CCDC43,124808,17,
C8orf76,84933,8,
C9orf78,51759,9,
CNOT3,4849,19,
C6orf201,404220,6,
TM7SF3,51768,12,
LPXN,9404,11,
CPEB3,22849,10,
BAIAP2L1,55971,7,
TRAPPC13,80006,5,
NFATC4,4776,14,
TAS2R50,259296,12,
PDE7A,5150,8,
GXYLT1,283464,12,
EMILIN1,11117,2,
MRPS33,51650,7,
AKAP9,10142,7,
DDX17,10521,22,
KRTAP9-8,83901,17,
KLRG1,10219,12,
AP4E1,23431,15,
TICRR,90381,15,
LMBR1,64327,7,
CST1,1469,20,
HCN4,10021,15,
PRPF40B,25766,12,
PIM2,11040,X,
MIR659,724029,22,
SSNA1,8636,9,
FLYWCH2,114984,16,
KAZN,23254,1,
MIR3685,100500802,12,
FNBP4,23360,11,
AMIGO3,386724,3,
SLX4IP,128710,20,
PANX2,56666,22,
KRT20,54474,17,
SGCA,6442,17,
PRPF39,55015,14,
ACSBG1,23205,15,
GPR139,124274,16,
FGF23,8074,12,
IL33,90865,9,
IQCH-AS1,100506686,15,
ATP5G1,516,17,
ZNF648,127665,1,
PPOX,5498,1,
PDXDC1,23042,16,
UNC119B,84747,12,
PGM5,5239,9,
SUPT6H,6830,17,
UGT3A2,167127,5,
OSER1-AS1,100505783,20,
ABHD1,84696,2,
OSGIN1,29948,16,
AJAP1,55966,1,
NALCN,259232,13,
XCL2,6846,1,
TECPR1,25851,7,
SURF2,6835,9,
GORASP2,26003,2,
CC2D2A,57545,4,
CMTM4,146223,16,
DHX16,8449,6,
TNXB,7148,6,
DSC2,1824,18,
USP4,7375,3,
PTCD2,79810,5,
WWC1,23286,5,
GIPC1,10755,19,
CSN3,1448,4,
HSD3B1,3283,1,
CD4,920,12,
FAM187B,148109,19,
CEP112,201134,17,
KRTAP12-1,353332,21,
SEPT7P9,285961,,
DPM2,8818,9,
VSIG4,11326,X,
LRRC45,201255,17,
NBN,4683,8,
AKAP8L,26993,19,
OR52N4,390072,11,
PARVA,55742,11,
TMCO1,54499,1,
PLVAP,83483,19,
NDUFB2-AS1,100134713,7,
SPRED3,399473,19,
IVD,3712,15,
CCDC67,159989,11,
IL1R1,3554,2,
CATSPERG,57828,19,
G3BP2,9908,4,
ZNF121,7675,19,
MANEAL,149175,1,
SPATA7,55812,14,
TSHR,7253,14,
TNFAIP8L2,79626,1,
OR7G1,125962,19,
IL34,146433,16,
RPL37A,6168,2,
C10orf12,26148,,
TPRKB,51002,2,
KCNS2,3788,8,
CHEK1,1111,11,
FAAH,2166,1,
MAPK10,5602,4,
PLS3,5358,X,
IL24,11009,1,
SLCO1B1,10599,12,
MAPK8IP1,9479,11,
GIMAP1,170575,7,
FOXI3,344167,2,
OR10V1,390201,11,
UBLCP1,134510,5,
CENPH,64946,5,
COL4A3,1285,2,
RPL41,6171,12,
LRRC8C,84230,1,
PPP5C,5536,19,
TRIM39,56658,6,
TATDN3,128387,1,
WDR26,80232,1,
GAB2,9846,11,
NMRAL1,57407,16,
ZNF227,7770,19,
38777,10299,5,
GGT8P,645367,,
CROT,54677,7,
CDKL4,344387,2,
UNC45A,55898,15,
RHOXF2B,727940,,
CYFIP2,26999,5,
FCGR1B,2210,1,
FBP1,2203,9,
SLC35A2,7355,X,
LY6H,4062,8,
MYOM1,8736,18,
NR2E1,7101,6,
AP1M1,8907,19,
XRN2,22803,20,
RPUSD4,84881,11,
SLC46A2,57864,9,
MFAP2,4237,1,
FCHSD1,89848,5,
PIEZO1,9780,16,
INIP,58493,9,
EDF1,8721,9,
RPL23AP53,644128,,
ZFAS1,441951,20,
CEMP1,752014,16,
LRRC37BP1,147172,,
GPR19,2842,12,
MRPL30,51263,2,
SPATA19,219938,11,
LCE1E,353135,1,
FAM19A3,284467,1,
LSMEM2,132228,3,
TNFAIP1,7126,17,
ZKSCAN7,55888,3,
EMP1,2012,12,
ZNF192P1,651302,6,
KIAA1551,55196,12,
TMEM261,90871,9,
PCDHB10,56126,5,
POLL,27343,10,
SUV420H1,51111,11,
HDDC3,374659,15,
DTX2,113878,7,
UBE3C,9690,7,
TYK2,7297,19,
XDH,7498,2,
H2AFY,9555,5,
RNF138,51444,18,
ZNF12,7559,7,
AMN1,196394,12,
YARS2,51067,12,
NCKAP1L,3071,12,
ALAS2,212,X,
ADK,132,10,
FAM186A,121006,12,
PKN3,29941,9,
FAM151A,338094,1,
HECA,51696,6,
NIPBL,25836,5,
LINC01023,100652853,5,
AKT3,10000,1,
ZSCAN18,65982,19,
HS6ST2,90161,X,
RGPD2,729857,2,
CCKAR,886,4,
SOX1,6656,13,
C4orf47,441054,4,
KIF9,64147,3,
C20orf78,100128496,,
HLA-DPB1,3115,6,
INMT,11185,7,
DECR1,1666,8,
ART3,419,4,
SWSAP1,126074,19,
DPEP1,1800,16,
KCNJ3,3760,2,
C14orf39,317761,14,
UTS2B,257313,3,
CCDC112,153733,5,
OR5L1,219437,11,
MAPK4,5596,18,
PRDM11,56981,11,
SLC13A5,284111,17,
PSMD13,5719,11,
CKLF,51192,16,
OR52E8,390079,11,
PPRC1,23082,10,
CYP4F2,8529,19,
ADCY6,112,12,
ADAM33,80332,20,
WASL,8976,7,
METTL5,29081,2,
MIR133A1,406922,18,
THAP5,168451,7,
ZNF431,170959,19,
CD248,57124,11,
FGF8,2253,10,
MNAT1,4331,14,
U2AF1,7307,21,
MS4A4A,51338,11,
ANKRD36BP1,84832,1,
UCK1,83549,9,
STX18,53407,4,
TMEM201,199953,1,
PROP1,5626,5,
LCE1B,353132,1,
SYT15,83849,10,
LINC00115,79854,1,
ANKRA2,57763,5,
RBM10,8241,X,
DFNB31,25861,9,
NHLRC1,378884,6,
ZNF749,388567,19,
CDKN2B-AS1,100048912,9,
GRIK3,2899,1,
ADAM28,10863,8,
CTBP1-AS2,92070,,
FLG,2312,1,
HIST1H2BJ,8970,6,
ZNF813,126017,19,
MASTL,84930,10,
LIAS,11019,4,
ANGPTL6,83854,19,
POMT2,29954,14,
LY6G6C,80740,6,
LINC01082,100506542,16,
EXOSC5,56915,19,
TNKS2,80351,10,
LPGAT1,9926,1,
TMC5,79838,16,
LINC00202-1,387644,10,
KRTAP5-7,440050,11,
CORO7,79585,16,
HOXA2,3199,7,
CDK6,1021,7,
EHHADH,1962,3,
SLC43A2,124935,17,
F9,2158,X,
PARP11,57097,12,
ULK4,54986,3,
CRIM1,51232,2,
PSORS1C2,170680,6,
DNAJB9,4189,7,
C6orf100,729583,,
RNF19A,25897,8,
EML1,2009,14,
SLC2A6,11182,9,
SUMF2,25870,7,
TGFB1,7040,19,
OR4Q3,441669,14,
NAA15,80155,4,
FXR2,9513,17,
ACSS3,79611,12,
ZBTB20,26137,3,
GOLGA7,51125,8,
SEC14L5,9717,16,
DCAKD,79877,17,
FUCA1,2517,1,
TRIM44,54765,11,
RPL13AP6,644511,10,
ZFP91-CNTF,386607,,
UBA2,10054,19,
CIR1,9541,2,
SHKBP1,92799,19,
SYS1,90196,20,
ABTB2,25841,11,
DCAF16,54876,4,
C11orf42,160298,11,
SPAG8,26206,9,
SNORD22,9304,11,
SLC17A1,6568,6,
RBM45,129831,2,
TXNDC12,51060,1,
LCN6,158062,9,
PDCL3,79031,2,
PAPLN,89932,14,
NLRP5,126206,19,
FAM217A,222826,6,
AP5Z1,9907,7,
SEMA4G,57715,10,
NMRK1,54981,9,
PRKAR2A,5576,3,
TRMT1L,81627,1,
EVC2,132884,4,
CKAP5,9793,11,
CAPRIN1,4076,11,
ANKRD2,26287,10,
DKC1,1736,X,
ZNF701,55762,19,
OR52B6,340980,11,
KCNF1,3754,2,
GPR32,2854,19,
ZNF566,84924,19,
FZD4,8322,11,
CBFA2T3,863,16,
SLC10A3,8273,X,
TMEM134,80194,11,
